wikidata_id,name,term_start,birth_date,birth_place,education,occupations,employers,party_history,awards,prev_positions,name_upper
Q18744905,Philippe Olivier,2024-07-16,1961-08-30,Juvisy-sur-Orge,Paris 12 University,lawyer || politician,Sébastien Chenu || Ludovic Pajot || José Évrard,National Rally || National Republican Movement || Front national,,member of the regional council of Île-de-France (1992-03-27 to 2004-03-28) || municipal councillor of Draveil (2014-01-01 to 2017-01-01) || municipal councillor of Maisons-Alfort (2001-01-01 to 2008-01-01) || municipal councillor of Maisons-Alfort (1995-01-01 to 2001-01-01) || community councillor of Val d'Yerres Val de Seine (2014-01-01 to 2017-01-01),PHILIPPE OLIVIER
Q127179431,Pierfrancesco Maran,2024-07-16,1980-05-27,Milan,,politician,,,,,PIERFRANCESCO MARAN
Q63766630,Pierre Jouvet,2024-07-16,1986-10-06,Valence,Lumière University Lyon 2,politician || cadres de la fonction publique || miscellaneous persons without work under 60 excluding retirees,,Socialist Party,,Q65522232 (2014-03-23 to 2020-05-17) || Q66501176 (from 2014-03-23) || member of the departmental council of Drôme (from 2015-04-02) || Mayor of Saint-Vallier (2020-05-23 to 2024-06-14) || Q65522232 (from 2020-05-18),PIERRE JOUVET
Q125759280,Pierre Pimpie,2024-07-16,1971-09-10,Hyères,,politician,,,,,PIERRE PIMPIE
Q110213949,Pierre-Romain Thionnet,2024-07-16,1994-01-19,Pontarlier,,politician || intermediate administrative professions of the public service,,National Rally,,legislative assistant (2019-01-01 to 2022-01-01) || director (from 2022-11-01) || member of the regional council of Île-de-France || general secretary (2010-01-01 to 2022-01-01),PIERRE-ROMAIN THIONNET
Q64737145,Pietro Fiocchi,2024-07-16,1964-05-22,Milan,University of Missouri,politician,,Brothers of Italy,,,PIETRO FIOCCHI
Q292095,Pilar del Castillo,2024-07-16,1952-07-31,Nador,Complutense University of Madrid || Ohio State University,politician,,People's Party || Communist Organization of Spain,Order of Charles III || Grand Cross of the Civil Order of Alfonso X the Wise,"full professor || Minister of Education, Culture and Sport (2000-04-27 to 2004-04-18) || Member of the Congress of Deputies (2004-03-30 to 2004-07-02)",PILAR DEL CASTILLO
Q48862378,Piotr Müller,2024-07-16,1989-05-02,Słupsk,"Q9295968 || Faculty of Law and Administration, University of Warsaw",politician || jurist,,Law and Justice,,member of the Sejm (2018-12-28 to 2024-01-01) || Spokesperson for The Council of Ministers of the Republic of Poland (from 2019-06-04),PIOTR MÜLLER
Q19973739,Predrag Matić,2024-07-16,1962-06-02,Požega,University of Osijek,politician,,Social Democratic Party of Croatia,,representative in the Croatian Parliament,PREDRAG MATIĆ
Q938969,Pál Szekeres,2024-07-16,1964-09-22,Budapest,Budapest Business University || Hungarian University of Sports Science || Dózsa György Grammar School and Art of Dance Vocational School,politician || fencer,,Fidesz,Prima Primissima Prize,,PÁL SZEKERES
Q5811605,Pär Holmgren,2024-07-16,1964-10-24,Gävle Parish,Uppsala University,writer || politician || meteorologist,,Green Party,Disapriset || Q115096192,,PÄR HOLMGREN
Q124488292,Péter Magyar,2024-07-16,1981-03-16,Budapest,Humboldt-Universität zu Berlin || Pázmány Péter Catholic University,lawyer || politician || diplomat || political activist,,Fidesz || Respect and Freedom Party,,Prime Minister-designate (2026-04-12 to 2026-05-09) || Prime Minister of Hungary (from 2026-05-09) || deputy party leader (2024-04-12 to 2024-07-22) || party leader (from 2024-07-22),PÉTER MAGYAR
Q127599328,Rachel Blom,2024-07-16,1987-10-07,Rotterdam,,politician,,,,,RACHEL BLOM
Q127599333,Rada Laykova,2024-07-16,1990-04-03,Plovdiv,,politician,,Revival || Europe of Sovereign Nations Group,,,RADA LAYKOVA
Q16684166,Radan Kanev,2024-07-16,1975-09-30,Sofia,Sofia University || Alphonse-de-Lamartine High School,lawyer || politician,,Democrats for a Strong Bulgaria,,member of the Bulgarian National Assembly (2014-10-27 to 2017-01-26),RADAN KANEV
Q3929173,Raffaele Stancanelli,2024-07-16,1950-06-30,Regalbuto,University of Catania,politician,,The People of Freedom || National Alliance || Italian Social Movement - National Right || Brothers of Italy || She Will Become Beautiful,,member of the Sicilian Regional Assembly (1996-07-08 to 2008-02-06) || mayor (2008-06-20 to 2013-06-15) || member of the Senate of the Italian Republic (2018-03-16 to 2019-07-01) || member of the Senate of the Italian Republic (2008-04-25 to 2011-10-31),RAFFAELE STANCANELLI
Q56044798,Raffaele Topo,2024-07-16,1965-03-02,Villaricca,University of Naples Federico II,politician,,Democratic Party,,member of the Chamber of Deputies of the Italian Republic (2018-03-19 to 2022-10-12) || mayor of a place in Italy (2006-05-28 to 2010-07-05),RAFFAELE TOPO
Q2129398,Ralf Seekatz,2024-07-16,1972-11-10,Dernbach,,politician,,Christian Democratic Union,,member of Landtag of Rhineland-Palatinate || mayor,RALF SEEKATZ
Q556149,Raphaël Glucksmann,2024-07-16,1979-10-15,Boulogne-Billancourt,Sciences Po || Lycée Henri-IV || Lycée Lamartine,politician || documentalist || political scientist || journalist || non-fiction writer,,Place publique,Presidential Order of Excellence || Chevalier des Arts et des Lettres,adviser (from 2005-01-01),RAPHAËL GLUCKSMANN
Q126116012,Raquel García Hermida-van der Walle,2024-07-16,1983-05-28,Madrid,Complutense University of Madrid || Utrecht University,politician || manager,Survival International || AAP Foundation || Earth Day Network,Democrats 66,,Q65548686 (from 2024-01-01) || board member (from 2024-07-17),RAQUEL GARCÍA HERMIDA-VAN DER WALLE
Q62122110,Rareș Bogdan,2024-07-16,1974-09-17,Ocna Mureș,Babeș-Bolyai University,politician || journalist,,National Liberal Party,,deputy chairperson (from 2019-07-01),RAREȘ BOGDAN
Q271646,Rasa Juknevičienė,2024-07-16,1958-01-26,Panevėžys,,politician,,Homeland Union – Lithuanian Christian Democrats,,Member of the Seimas (2004-11-15 to 2008-11-17) || Member of the Seimas (2016-11-14 to 2019-07-01) || Member of the Seimas (2012-11-16 to 2016-11-14) || Member of the Seimas (2000-10-19 to 2004-11-14) || substitute member of the Parliamentary Assembly of the Council of Europe (1998-09-21 to 2000-01-24) || Minister of National Defence (2008-12-09 to 2012-12-13) || Member of the Seimas (1996-11-25 to 2000-10-18) || Member of the Seimas (2008-11-17 to 2012-11-16),RASA JUKNEVIČIENĖ
Q975171,Rasmus Andresen,2024-07-16,1986-02-20,Essen,FernUniversität in Hagen,politician,,Alliance '90/The Greens,,member of the Landtag of Schleswig-Holstein (2012-06-05 to 2017-06-06) || Vice President of the Landtag of Schleswig-Holstein (2017-06-06 to 2019-06-30) || member of the Landtag of Schleswig-Holstein (2009-10-27 to 2012-06-05) || member of the Landtag of Schleswig-Holstein (2017-06-06 to 2019-06-30),RASMUS ANDRESEN
Q20197692,Rasmus Nordqvist,2024-07-16,1975-07-18,Charlottenlund,Danish Design School,politician,,Green Left || The Alternative,,member of the Folketing (from 2015-06-18) || member of the Folketing (from 2020-05-13) || member of the Folketing (2019-06-05 to 2020-03-09) || substitute member of the Parliamentary Assembly of the Council of Europe (2018-01-22 to 2018-03-15) || member of the Folketing (2020-03-10 to 2020-05-12) || substitute member of the Parliamentary Assembly of the Council of Europe (2015-09-28 to 2016-10-09),RASMUS NORDQVIST
Q62030008,Raúl de la Hoz Quintano,2024-07-16,1972-11-30,Palencia,,politician,,,,Member of the Cortes of Castile and León (1999-07-05 to 2003-06-16) || Member of the Cortes of Castile and León (2019-06-21 to 2022-03-10) || Member of the Cortes of Castile and León (from 2022-03-10) || Member of the Cortes of Castile and León (2007-06-19 to 2011-06-13) || Member of the Cortes of Castile and León (2003-06-17 to 2007-06-18) || Member of the Cortes of Castile and León (2011-06-14 to 2015-06-15) || Member of the Cortes of Castile and León (2015-06-16 to 2019-06-21),RAÚL DE LA HOZ QUINTANO
Q7308461,Regina Doherty,2024-07-16,1971-01-26,Dublin,Dublin Institute of Technology,politician,,Fine Gael,,Minister for Social Protection (2017-06-14 to 2020-06-27) || Minister of State at the Department of the Taoiseach (2016-05-06 to 2017-06-14) || senator of Ireland (2020-06-29 to 2024-07-10) || Teachta Dála (2016-03-10 to 2020-01-14) || Leader of the Seanad (2020-06-29 to 2022-12-17) || Teachta Dála (2011-03-09 to 2016-02-03),REGINA DOHERTY
Q1507084,Reinhold Lopatka,2024-07-16,1960-01-27,Vorau,University of Graz,politician,,Austrian People's Party,,member of the National Council of Austria (from 2017-11-09) || member of the Styrian state parliament || member of the National Council of Austria (2019-10-23 to 2024-07-02) || Representative of the Parliamentary Assembly of the Council of Europe (from 2020-01-27) || member of the National Council of Austria (from 2013-10-29),REINHOLD LOPATKA
Q63164076,Reinier van Lanschot,2024-07-16,1989-09-07,Haarlem,,politician,,Volt Europa || Volt Netherlands,,,REINIER VAN LANSCHOT
Q126843005,Reinis Pozņaks,2024-07-16,1977-12-09,Riga,,politician || auto mechanic,,,,,REINIS POZŅAKS
Q73624220,René Aust,2024-07-16,1987-04-24,Lüdinghausen,University of Giessen,politician,,Social Democratic Party of Germany || Alternative for Germany,,member of the Landtag of Thuringia (2019-01-01 to 2024-01-01) || deputy chairperson (2017-01-01 to 2019-01-01),RENÉ AUST
Q110794778,René Repasi,2024-07-16,1979-11-08,Karlsruhe,,politician || jurist || university teacher,,Social Democratic Party of Germany,,,RENÉ REPASI
Q125406924,Ricardo Morgado,2024-04-05,1987-05-13,Lamego,,politician,,,,,RICARDO MORGADO
Q20562562,Rihards Kols,2024-07-16,1984-12-16,Riga,University of Westminster || Turība University,lawyer || politician,,National Alliance,"Order of Merit (Ukraine), 3rd class",deputy of Saeima (2018-11-06 to 2022-11-01) || deputy of Saeima (2022-11-01 to 2024-07-16) || deputy of Saeima (2014-11-04 to 2018-11-06),RIHARDS KOLS
Q2738322,Riho Terras,2024-07-16,1967-04-17,Kohtla-Järve,University of Tartu || University of the Bundeswehr Munich || Jõhvi Downtown School,military personnel || politician || sportsperson,,Isamaa,Order of Merit of the Federal Republic of Germany || Order of Merit of the Republic of Poland || Royal Norwegian Order of Merit || Order of the Cross of the Eagle || Officer of the Legion of Honour || Grand Cross 1st class of the Order of Merit of the Federal Republic of Germany || Commander of the Cross of the Order of Merit of the Republic of Poland || Grand Cross of the Order of the Lion of Finland || 1st Class of the Order of the Cross of the Eagle,Commander of the Estonian Defence Forces (2011-12-05 to 2018-12-05),RIHO TERRAS
Q123232131,Rima Hassan,2024-07-16,1992-04-28,Al-Nayrab Camp,University of Montpellier || University of Paris 1 Pantheon-Sorbonne || University of Évry Val d'Essonne || Q125841538,politician || jurist || human rights defender || political activist,National court for asylum right || OFPRA,La France insoumise,,president (from 2019-01-01) || founder (from 2019-01-01),RIMA HASSAN
Q174491,Robert Biedroń,2024-07-16,1976-04-13,Rymanów,University of Warmia and Mazury in Olsztyn,politician || opinion journalist || local politician || activist,,Democratic Left Alliance || Palikot's Movement || Social Democracy of the Republic of Poland || Spring || New Left,Rainbow Laurel || Knight of the National Order of Merit || Anna Laszuk Award granted by Radio TOK FM,mayor of Słupsk (2014-12-06 to 2018-11-21) || member of the Sejm (2011-11-08 to 2014-12-08) || Representative of the Parliamentary Assembly of the Council of Europe (2012-01-23 to 2015-01-25),ROBERT BIEDROŃ
Q7351526,Roberta Metsola,2024-07-16,1979-01-18,St. Julian's,University of Malta || St Aloysius' College,politician || jurist,,Nationalist Party,"Grand Cross of Honor for Services to the Republic of Austria || Grand Cross of the Order of the Lithuanian Grand Duke Gediminas || Order of Merit, 1st class || Order of Princess Olga, 1st class || The Cross of Good Neighbourliness",President of the European Parliament (2024-01-01 to 2027-01-01) || Vice President of the European Parliament (2020-11-12 to 2022-01-11) || President of the European Parliament (2022-01-11 to 2022-01-18) || President of the European Parliament (2022-01-18 to 2024-01-01),ROBERTA METSOLA
Q117037367,Roberto Vannacci,2024-07-16,1968-10-20,La Spezia,Catholic University of the Sacred Heart || University of Turin || University of Bucharest || Luiss University || University of Trieste,writer || military personnel || politician,,,NATO Medal || Legion of Merit || Maurician medal || Bronze Star Medal || Cross for seniority in military service || Q3698079 || Croce commemorativa per soccorso umanitario all'estero || Knight of the Order of Merit of the Italian Republic || gold medal to award long periods of command in the Italian military,,ROBERTO VANNACCI
Q969701,Roberts Zīle,2024-07-16,1958-06-20,Riga,University of Latvia || Latvia University of Life Sciences and Technologies,politician || economist,,For Fatherland and Freedom/LNNK || National Alliance,,deputy of Saeima (2002-01-01 to 2006-01-01) || Minister of Finance (1997-02-27 to 1998-11-26) || deputy of Saeima (1998-01-01 to 2002-01-01),ROBERTS ZĪLE
Q111796425,Rody Tolassy,2024-07-16,1987-09-21,Pointe-à-Pitre,,politician || professions libérales et assimilés,,National Rally,,,RODY TOLASSY
Q2164581,Roman Haider,2024-07-16,1967-04-13,Grieskirchen,Johannes Kepler University Linz,politician,,Austrian Freedom Party,,Representative of the Parliamentary Assembly of the Council of Europe (from 2018-01-22) || member of the National Council of Austria,ROMAN HAIDER
Q62990563,Romana Jerković,2024-07-16,1964-11-28,Split,University of Rijeka,physician || politician,,Social Democratic Party of Croatia,,representative in the Croatian Parliament (from 2016-10-14) || representative in the Croatian Parliament (2011-12-22 to 2015-12-28) || representative in the Croatian Parliament (2008-01-11 to 2011-12-22),ROMANA JERKOVIĆ
Q16089810,Romana Tomc,2024-07-16,1965-11-02,Ljubljana,University of Ljubljana,politician || economist,,Slovenian Democratic Party,,Representative of the Parliamentary Assembly of the Council of Europe (2012-04-23 to 2014-07-03),ROMANA TOMC
Q4894822,Rosa Estaràs,2024-07-16,1965-10-21,Valldemossa,University of the Balearic Islands,lawyer || politician,,People's Party,,Member of the Congress of Deputies (2000-03-20 to 2003-06-04) || Vice President and Minister of Institutional Relations (2003-06-30 to 2007-07-09) || councilor of Valldemossa City Council (1991-01-01 to 2007-01-01) || Vice President of the Government of the Balearic Islands (1993-06-18 to 1996-06-18) || Member of the Parliament of the Balearic Islands (1995-06-21 to 2000-03-15) || Q54904043 (2008-07-05 to 2009-09-11) || Member of the Parliament of the Balearic Islands (2003-06-19 to 2009-07-14) || Minister of the Presidency of the Balearic Islands (1996-06-18 to 1999-07-27) || Director General of Institutional Relations (1991-08-01 to 1993-04-22),ROSA ESTARÀS
Q111353622,Rosa María Serrano Sierra,2024-07-16,1969-11-11,Zaragoza,,politician,,Spanish Socialist Workers' Party,,City councillor of Huesca (2019-01-01 to 2021-01-01) || member of the Senate of Spain (2019-04-28 to 2019-09-23) || delegate of the Government of Spain in Aragon (2021-07-29 to 2023-06-15) || member of the Senate of Spain (2023-07-23 to 2024-06-30) || member of the Senate of Spain (2019-10-11 to 2021-07-28),ROSA MARÍA SERRANO SIERRA
Q28039595,Roxana Mînzatu,2024-07-16,1980-04-01,Brașov,University of Bucharest || Dimitrie Cantemir Christian University,politician || trainer,,Social Democratic Party,,"member of the Chamber of Deputies of Romania (2016-12-20 to 2020-12-19) || Minister of European Investments and Projects (2019-06-07 to 2019-11-04) || European Commissioner for Employment, Social Affairs and Inclusion (from 2024-12-01) || vice-president of the European Commission (from 2024-12-01)",ROXANA MÎNZATU
Q108788753,Rudi Kennes,2024-07-16,1959-07-22,Niel,,politician || syndicalist,,,,,RUDI KENNES
Q127267911,Ruggero Razza,2024-07-16,1980-09-23,Milan,,lawyer || politician,,,,,RUGGERO RAZZA
Q126522622,Ruth Firmenich,2024-07-16,1964-08-24,Cologne,,politician,,Sahra Wagenknecht Alliance,,,RUTH FIRMENICH
Q91697,Sabine Verheyen,2024-07-16,1964-10-24,Aachen,FH Aachen || St. Ursula Gymnasium,politician,,Christian Democratic Union,,mayor,SABINE VERHEYEN
Q126457764,Sabrina Repp,2024-07-16,1999-02-01,Rostock,,politician,,Social Democratic Party of Germany,,,SABRINA REPP
Q48297632,Sakis Arnaoutoglou,2024-07-16,1971-12-13,Thessaloniki,Aristotle University of Thessaloniki || Sprachen & Dolmetscher Institut München,politician || weather presenter,Hellenic Broadcasting Corporation,PASOK – Movement for Change,,,SAKIS ARNAOUTOGLOU
Q64626731,Salvatore De Meo,2024-07-16,1971-10-27,Fondi,Sapienza University of Rome,businessperson || politician,,The People of Freedom || Forza Italia,,mayor of Fondi,SALVATORE DE MEO
Q124024336,Sander Smit,2024-07-16,1985-07-29,Goor,,politician,,Christian Democratic Appeal || Farmer–Citizen Movement,,municipal councillor of Hof van Twente (2012-01-01 to 2014-01-01),SANDER SMIT
Q28708049,Sandra Gómez López,2024-07-16,1985-07-23,Valencia,University of Valencia,lawyer || politician,,Spanish Socialist Workers' Party,,Q65210057 (2016-08-04 to 2023-06-17) || Valencia city councilor (2015-06-13 to 2024-07-12) || Q108894506 (2019-07-12 to 2023-06-17) || General Secretary PSPV (from 2018-01-01),SANDRA GÓMEZ LÓPEZ
Q236968,Sandra Kalniete,2024-07-16,1952-12-22,Togur,Graduate Institute of International Studies || Art Academy of Latvia,politician || diplomat,,Unity,"Order of the Three Stars || Cross of Recognition || Commander of the Legion of Honour || Commander of the French Order of Academic Palms || Commander's Grand Cross of the Order of the Lithuanian Grand Duke Gediminas || Order of Princess Olga, 1st class",European Commissioner for Agriculture (2004-05-01 to 2004-11-11) || European Commissioner for Agriculture (2004-05-01 to 2004-11-21) || ambassador of Latvia (1993-01-01 to 2002-01-01) || deputy of Saeima (2008-02-01 to 2008-05-22) || deputy of Saeima (2006-11-07 to 2008-02-01) || deputy of Saeima (2008-05-22 to 2009-07-16) || Minister of Foreign Affairs (2002-11-07 to 2004-03-09),SANDRA KALNIETE
Q3948237,Sandro Gozi,2024-07-16,1968-03-25,Sogliano al Rubicone,University of Bologna || Université libre de Bruxelles || Sciences Po || Free University of Brussels,politician,,Democratic Party,Legion of Honour,member of the Chamber of Deputies of the Italian Republic (2013-03-05 to 2018-03-22) || member of the Chamber of Deputies of the Italian Republic (2006-04-28 to 2008-04-28) || Representative of the Parliamentary Assembly of the Council of Europe (2013-06-28 to 2015-09-27) || member of the Chamber of Deputies of the Italian Republic (2008-04-22 to 2013-03-14),SANDRO GOZI
Q3948285,Sandro Ruotolo,2024-07-16,1955-07-09,Naples,,politician || journalist,,independent politician,,member of the Senate of the Italian Republic (2020-02-27 to 2022-10-12),SANDRO RUOTOLO
Q99769691,Sara Matthieu,2024-07-16,1981-05-21,Aalst,Ghent University,politician,,Groen,,,SARA MATTHIEU
Q82637284,Sarah Knafo,2024-07-16,1993-04-24,Les Pavillons-sous-Bois,École nationale d'administration || Sciences Po,politician || official || political adviser,,Reconquête,Honour medal for courage and devotion,auditeur à la Cour des comptes (from 2020-01-01),SARAH KNAFO
Q64085484,Saskia Bricmont,2024-07-16,1985-03-16,Tournai,Université libre de Bruxelles || Institute for European Studies Brussels (ULB) || Free University of Brussels,politician,,Ecolo,,,SASKIA BRICMONT
Q106133800,Sebastiaan Stöteler,2024-07-16,1983-11-18,Almelo,,politician,,,,member of the House of Representatives of the Netherlands (from 2025-11-12),SEBASTIAAN STÖTELER
Q126464268,Sebastian Everding,2024-07-16,1983-01-11,Dortmund,,politician,,,,,SEBASTIAN EVERDING
Q127160696,Sebastian Kruis,2024-07-16,1989-08-04,Medellín,,politician,,,,municipal councillor of The Hague (2018-08-01 to 2024-01-01) || member of the States-Provincial of South Holland (2014-09-17 to 2015-03-31) || municipal councillor of The Hague (2018-10-11 to 2024-06-20),SEBASTIAN KRUIS
Q18633801,Sebastian Tynkkynen,2024-07-16,1989-03-08,Lohtaja,University of Oulu,politician,,Finns Party,,member of the Parliament of Finland (from 2023-04-05) || vice president (2015-03-01 to 2015-10-23) || chairperson (2015-01-01 to 2016-01-01) || municipal councillor in Finland || member of the Parliament of Finland (2019-04-17 to 2023-04-04),SEBASTIAN TYNKKYNEN
Q114398640,Sebastião Bugalho,2024-07-16,1995-11-15,Lisbon,,politician || pundit,,,,,SEBASTIÃO BUGALHO
Q2272984,Sergey Lagodinsky,2024-07-16,1975-12-01,Astrakhan,John F. Kennedy School of Government || Yale World Fellows,lawyer || politician || jurist || opinion journalist,,Alliance '90/The Greens,,,SERGEY LAGODINSKY
Q2755156,Sergio Berlato,2024-07-16,1959-07-27,Marano Vicentino,,politician,,National Alliance,,,SERGIO BERLATO
Q1381218,Seán Kelly,2024-07-16,1952-04-26,Killarney,"University College Dublin || St Patrick's College, Dublin || St. Brendan's College, Killarney",politician || hurler,,Fine Gael,,President of the Gaelic Athletic Association (2003-01-01 to 2006-01-01),SEÁN KELLY
Q71618,Sibylle Berg,2024-07-16,1962-06-02,Weimar,University of Hamburg || Accademia Teatro Dimitri,writer || politician || playwright || columnist || university teacher || novelist,,,Literaturpreis der Universitätsstadt Marburg und des Landkreises Marburg-Biedenkopf || Swiss Book Prize || Else-Lasker-Schüler-Dramatikerpreis || Thüringer Literaturpreis || Nestroy Theatre Prize || Wolfgang Koeppen Award || Grand Prix of the Swiss Literature Award,,SIBYLLE BERG
Q40428300,Siegbert Droese,2024-07-16,1969-06-07,Leipzig,,politician,,Alternative for Germany,,member of the German Bundestag (2017-10-24 to 2021-10-26),SIEGBERT DROESE
Q17155237,Siegfried Mureșan,2024-07-16,1981-09-20,Hunedoara,Humboldt-Universität zu Berlin || Bucharest University of Economic Studies,politician || economist,,National Liberal Party || People's Movement Party,Order of Honour,,SIEGFRIED MUREȘAN
Q41205454,Sigrid Friis Proschowsky,2024-07-16,1994-10-20,Hillerød,University of Copenhagen || N. Zahle's School,politician || political adviser,Danish Social Liberal Party || Ministry of Environment || Radikal Ungdom || Danish Association of Lawyers and Economists || Environmental Protection Agency || Q19760285,Danish Social Liberal Party,Nina Bang Award,chairperson (2017-01-01 to 2019-01-01),SIGRID FRIIS PROSCHOWSKY
Q48627081,Silvia Sardone,2024-07-16,1982-12-25,Milan,Bocconi University,politician,,The People of Freedom || Lega Nord,,council member (from 2016-01-01),SILVIA SARDONE
Q110635584,Sofie Eriksson,2024-07-16,1992-12-13,Sandviken parish,,politician,,Swedish Social Democratic Party,,member of the Swedish Riksdag (2022-09-26 to 2024-07-15) || member of the Swedish Riksdag (2022-01-10 to 2022-09-26),SOFIE ERIKSSON
Q51074614,Sophia Kircher,2024-07-16,1994-05-04,Innsbruck,University of Innsbruck,politician,,Austrian People's Party,,member of the Landtag of Tyrol (2018-03-28 to 2024-07-15),SOPHIA KIRCHER
Q18434995,Sophie Wilmès,2024-07-16,1975-01-15,Ixelles,UCLouvain Saint-Louis – Bruxelles || Institut des hautes études des communications sociales,politician || economist,,Reformist Movement,,Deputy Prime Minister of Belgium (2020-10-01 to 2022-04-21) || Prime Minister of Belgium (2019-10-27 to 2020-10-01) || member of the Chamber of Representatives of Belgium (from 2014-10-01) || Minister of European Affairs (2020-10-01 to 2022-04-21) || member of the Chamber of Representatives of Belgium (2019-06-20 to 2020-03-01) || Minister of Foreign Affairs in Belgium (2020-10-01 to 2022-04-21) || member of the Chamber of Representatives of Belgium (from 2022-07-15),SOPHIE WILMÈS
Q115139975,Stanislav Stoyanov,2024-07-16,1981-04-05,Varna,,politician,,,,member of the Bulgarian National Assembly (2023-04-12 to 2024-06-19) || member of the Bulgarian National Assembly (2022-10-19 to 2023-02-02),STANISLAV STOYANOV
Q21282147,Stanisław Tyszka,2024-07-16,1979-04-11,Warsaw,"European University Institute || Faculty of Law and Administration, University of Warsaw",politician || jurist || legal historian || sociologist,University of Warsaw,New Hope,,member of the Sejm (from 2015-10-25) || member of the Sejm (2022-11-01 to 2022-11-16) || member of the Sejm (2020-12-01 to 2021-02-01) || member of the Sejm (2019-11-12 to 2020-12-01) || member of the Sejm (2021-02-01 to 2022-11-01) || member of the Sejm (from 2022-11-16) || Deputy Marshal of the Sejm of the Republic of Poland (2015-01-01 to 2019-01-01),STANISŁAW TYSZKA
Q2336010,Stefan Berger,2024-07-16,1969-09-15,Mönchengladbach,Johannes Gutenberg University Mainz,politician,,Christian Democratic Union,,member of the Landtag of North Rhine-Westphalia,STEFAN BERGER
Q126489095,Stefan Köhler,2024-07-16,1967-09-24,Aschaffenburg,,politician,,Christian Social Union of Bavaria,,,STEFAN KÖHLER
Q18590052,Stefano Bonaccini,2024-07-16,1967-01-01,Campogalliano,,politician,,Democratic Party,,president of Emilia-Romagna (2014-11-24 to 2024-07-12) || President of the Democratic Party (from 2023-03-12),STEFANO BONACCINI
Q127220458,Stefano Cavedagna,2024-07-16,1989-12-09,Bologna,,politician,,Brothers of Italy,,,STEFANO CAVEDAGNA
Q113453333,Stephen Nikola Bartulica,2024-07-16,1970-05-23,St. Joseph,,politician,,Home and National Rally,,representative in the Croatian Parliament,STEPHEN NIKOLA BARTULICA
Q5495887,Stine Bosse,2024-07-16,1960-12-21,Virum,University of Copenhagen,businessperson || politician,Tryg,Moderate Party,Veuve Clicquot Business Woman of the Year || Cross of the Order of Merit of the Federal Republic of Germany || Knight of the Order of the Dannebrog,board member || president || board member || director,STINE BOSSE
Q63766124,Stéphanie Yon-Courtin,2024-07-16,1974-03-28,Coutances,University of Bristol,lawyer || politician || legal counselor,,The Republicans,,Mayor of Saint-Contest (2014-04-04 to 2019-06-28) || Q65518764 (2014-03-30 to 2020-05-17) || member of the departmental council of Calvados (from 2015-04-02),STÉPHANIE YON-COURTIN
Q16113442,Sunčana Glavak,2024-07-16,1968-12-09,Čakovec,University of Zagreb,politician,,Croatian Democratic Union,,representative in the Croatian Parliament,SUNČANA GLAVAK
Q63140495,Susana Solís Pérez,2024-07-16,1971-12-21,Avilés,IE Business School || Osnabrück University of Applied Sciences || University of Oviedo,engineer || politician,,Ciudadanos,,member of the Assembly of Madrid (2015-06-09 to 2019-04-02),SUSANA SOLÍS PÉREZ
Q58885861,Susanna Ceccardi,2024-07-16,1987-03-19,Pisa,Galileo Galilei,politician,,Lega Nord || Lega per Salvini Premier,,Mayor of Cascina (2016-06-21 to 2019-06-27) || council member (2011-06-01 to 2016-06-01),SUSANNA CECCARDI
Q2097451,Sven Mikser,2024-07-16,1973-11-08,Tartu,University of Tartu,politician,,Social Democratic Party,"Knight of the National Order of Merit || Knight Grand Cross of the Order of Merit of the Italian Republic || Commander with Star of the Order of Merit of the Republic of Poland || Grand Cross of the Order of Orange-Nassau || Order of the Three Stars, 2nd Class",member of the Riigikogu (2015-03-30 to 2015-04-08) || member of the Riigikogu (2011-03-27 to 2014-03-26) || member of the Riigikogu (2015-09-15 to 2016-11-23) || member of the Riigikogu || member of the Riigikogu (2019-04-04 to 2019-06-12) || member of the Riigikogu (from 2007-03-27) || Minister of Defence (2002-01-28 to 2003-04-10) || Minister of Foreign Affairs (2016-11-23 to 2019-04-29) || Minister of Defence (2014-03-26 to 2015-09-14),SVEN MIKSER
Q43475331,Sven Simon,2024-07-16,1978-10-09,Wetzlar,University of Giessen,lawyer || politician || university teacher,University of Wisconsin Law School || University of Marburg,Christian Democratic Union,,,SVEN SIMON
Q63348799,Svenja Hahn,2024-07-16,1989-07-25,Hamburg,Humboldt-Universität zu Berlin || University of Giessen,politician,,Free Democratic Party,,,SVENJA HAHN
Q61861497,Sylvie Josserand,2024-07-16,1968-08-23,Mâcon,,politician || professions libérales et assimilés,University of Nîmes,,,councillor of Nîmes (from 2026-01-01) || member of the French National Assembly (from 2024-07-08),SYLVIE JOSSERAND
Q127009304,Sérgio Gonçalves,2024-07-16,1979-04-07,Funchal,,politician,,,,member of the Legislative Assembly of Madeira,SÉRGIO GONÇALVES
Q117409487,Sérgio Humberto,2024-07-16,1975-11-07,Trofa,,politician,,Social Democratic Party,,Mayor of Trofa (from 2013-09-29) || member of the Assembly of the Republic,SÉRGIO HUMBERTO
Q63348949,Séverine Werbrouck,2024-09-27,1970-10-31,Pau,,politician || commerçants et assimilés,,,,regional councilor of Nouvelle-Aquitaine (from 2016-01-01),SÉVERINE WERBROUCK
