name,role,department,cv_text,cv_url
Ilkka Salmi,Deputy Director-General,Directorate-General for Human Resources and Security," 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Ilkka SALMI 
 
 
 
Nationality 
 
Finnish 
 
Academic 
qualifications 
➢ 06/1993: Master in International and Comparative Law (LL.M), Vrije Universiteit 
Brussel - Brussels, Belgium 
➢ 06/1992: Master of Laws, University of Turku – Turku, Finland 
 
Professional 
experience in the 
European Institutions 
➢ Since 01/02/2024: Deputy Director-General for “Security, Workplace & 
Wellbeing” – Directorate-General for Human Resources and Security (HR), 
European Commission – Brussels, Belgium 
➢ 10/2021 – 01/2024: EU Counter-terrorism Coordinator, General Secretariat of the 
Council, European Council – Brussels, Belgium 
➢ 01/2020 – 09/2021: Director for Disaster Preparedness and Prevention, European 
Commission – Brussels, Belgium 
➢ 04-11/2020: Acting Director for Emergency Management and rescEU 
➢ 01/2016 – 06/2018: Director for Security, European Commission – Brussels, 
Belgium 
➢ 02/2011 – 12/2015 : Director for EU Intelligence and Situation Centre, European 
External Action Service – Brussels, Belgium 
 
Professional 
experience before 
joining the European 
Institutions 
➢ 07/2018 – 01/2020: Permanent Secretary, Ministry of the Interior of Finland – 
Helsinki, Finland 
➢ Finnish Security Intelligence Service: 
➢ 12/2007 – 02/2011: Director – Helsinki, Finland 
➢ 10/2005 – 04/2007: Chief of General Staff – Helsinki, Finland 
➢ 01/2004 – 09/2005: Head of the Security Office – Helsinki, Finland 
➢ 01-02/2004, 09/2004-04/2005: Deputy Director, Preventive measures and 
planning – Helsinki, Finland 
➢ 12/2002 – 12/2003: Chief Superintendent – Helsinki, Finland 
➢ Ministry of the Interior and Prime Minister’s Office: 
➢ 05 – 11/2007: Special Adviser to the Minister of the Interior – Helsinki, 
Finland 
➢ 01 – 11/2002: Ministerial Adviser – Helsinki, Finland 
➢ 05 – 12/2001: Special Adviser to the Minister of the Interior - Helsinki, 
Finland 
➢ 03/2000 – 04/2001: Lawyer, Attorney-at-Law, Sumentola & Itälä Oy, Attorneys-at-
Law – Turku, Finland 
➢ Parliament of Finland:  
➢ 10/1998 – 03/2000: Representative of the Parliament of Finland to the EU, 
Head of the Finnish Parliament’s Office in Brussels – Brussels, Belgium 
➢ 05/1996 – 09/1998: Counsel to the Foreign Affairs Committee – Helsinki, 
Finland 
➢ 04 – 09/1997: Counsel to the Defence Committee – Helsinki, Finland 
➢ 09/1997 – 09/1998: Secretary, District Court Clerk and Trainee District Judge, 
Vakka-Suomi District Court – Mynämäki, Finland 
➢ 02/1995 – 04/1996: Assistant to MEP Kyösti Toivonen - Brussels, Belgium 
➢ 06/1994 – 01/1995: Legislative Secretary, Parliament of Finland, National 
Coalition Party Parliamentary Group - Helsinki, Finland 
➢ 08/1993 – 05/1994: Lawyer, Juha Mäkitalo Oy, Attorneys-at-Law - Helsinki/Turku, 
Finland 
 
Language Skills Finnish (mother tongue) 
➢ Swedish 
➢ English 
➢ French 
 
",https://commission.europa.eu/document/download/800fe3dd-b595-46d8-8b0f-92b58e45c365_en?filename=cv-Ilkka-salmi_en.pdf
Beatriz Sanz Redrado,Deputy Director-General,Directorate-General for Budget," 
Beatriz SANZ REDRADO 
Nationality  ➢ Spanish, French  
 
Academic 
qualifications 
➢ 2012 CRMA (Certification in Risk Management Assurance)  
➢ 2010 CFE (Certified Fraud Examiner) 
➢ 2008 DPAI (Diplôme professionnel d’audit interne) 
➢ 2005 58th National session of the higher studies of national defence (IHEDN), France 
➢ 2001 CIA (Certified Internal Auditor)  
➢ 1994 Bachelor of Arts (Honours) in Business Administration (University of Humberside, UK) 
➢ 1993 Técnico en Administración y Dirección de Empresas (ICADE, Spain) 
Professional 
experience in the 
European 
Institutions 
➢ Since 11/25 Deputy Director-General (BUDG)  
 Acting Director Treasury, Accounting and Financial reporting (BUDG) 
➢ 02/24 – 10/25 Director Treasury, Accounting and Fiancial reporting (BUDG) 
                                  Accounting Officer (BUDG) 
06/24 – 10/25     Acting Deputy Director-General (BUDG) 
➢ 06/22 – 02/24  Director Change management and Resources (DIGIT) 
➢ 06/20 – 06/22 Director General Affairs (OLAF) 
 Acting Director of the Anti-fraud Knowledge Center (OLAF)  
➢ 12/12 – 06/20  Director Investigation Support (OLAF) 
Professional 
experience before 
joining the 
European 
Institutions 
➢ 10/07 – 12/12 Director Audit - Groupe Galeries Lafayette, Paris, France  
➢ 02/03 – 10/07 Group Chief Audit Executive – DCNS, Paris, France 
➢ 05/00 – 02/03 Chief Audit Executive - Eridania Béghin-Say, Paris, France  
➢ 01/98 – 05/00 Senior auditor - Marks & Spencer, Paris, France 
➢ 05/96 – 01/98 Consultant in technology - Andersen Consulting, Paris, France 
➢ 05/95 – 05/96 Business installer / trainer - NCH Europe, West Bromwich, UK 
➢ 10/94 – 05/95 IT Advisor/Lecturer - University of Humberside, Kingston Upon Hull, UK 
Language skills ➢ Spanish (mother tongue) 
➢ French, English, Italian  
 
 
Board positions  ➢ Since 08/24 Member of the Consultative Advisory Group (CAG) of the 
 International Public Sector Accounting Standards Board (IPSASB) 
➢ Since 09/23  Chair of the Committee on Prevention and Protection at Work (CPPT)  in  
 Brussels, European Commission 
➢ Since 2022 Member of the Disciplinary Board of the European Parliament  
➢ Since 2021 Member of the Independent Expert Oversight Advisory Committee, WHO 
➢ 2016 to 2020 Vice-chair and expert member, United Nations Joint Staff Pension Board  
➢ 2014 to 2017 Member of the Advisory Committee, European institute of fraud auditors  
➢ 2012 to 2016 Member of the Board of the Institute of Internal Auditors and IFACI  
 Member of the Committee of Research and Education Advisers (CREA) 
➢ 2011 to 2014 Chair of the Independent Advisory Oversight Committee, WIPO 
➢ 2008 to 2013 Independent expert, accounting and financial audit committee 
  (CMACF), French Ministry of Defence 
 
",https://commission.europa.eu/document/download/f8ae3b88-905f-46c2-bfac-fdce84f9a4ab_en?filename=cv-beatriz-sanz-redrado_en.pdf
Colin Scicluna,Deputy Director-General,Directorate-General for Interpretation,"Colin SCICLUNA 
Nationality Maltese 
Academic qualifications ¾ 10/2018: Hostile Environment Awareness Training (HEAT), European
Commission – Brussels, Belgium
¾ 06 – 07/2005: Diploma in Peacemaking & Preventive Diplomacy, UN Institute
for Training and Research/International Peace Academy – Oslo, Norway
¾ 1998 – 1999: Masters Degree in International Politics, Centre d’Études des
Relations Internationales et Stratégiques, Université Libre de Bruxelles
– Brussels, Belgium
¾ 1991 – 1993: Doctor of Laws, Faculty of Laws – Tal-Qroqq, Malta
¾ 1987 – 1991: Diploma of Notary Public, Faculty of Laws – Tal-Qroqq, Malta
Professional experience 
in the European 
Institutions 
¾ Since 15 November 2024: Deputy Director General “Corporate Conference
and Meeting Room Management - Responsible for Directorate C” (SCIC) –
Brussels, Belgium
¾ 12/2019 – 11/2024: Head of Cabinet, Cabinet of Vice-President Šuica (portfolio:
Democracy and Demography) – Brussels, Belgium
¾ 01/2017 – 11/2019: Director/Deputy Managing Director for Middle East, North
Africa & Gulf, European External Action Service (EEAS) – Brussels, Belgium
¾ 11/2014 – 12/2016: Member of Cabinet, Cabinet of Commissioner Hahn
(portfolio: European Neighbourhood Policy and Enlargement Negotiations) –
Brussels, Belgium
¾ 09/2013 – 10/2014: Member of Cabinet, Cabinet of High Representative of the
Union for Foreign Affairs and Security Policy and Vice-President Ashton –
Brussels, Belgium
¾ 01/2011 – 01/2012: Political Advisor to the EUSR for MEPP, Middle East
Division, European External Action Service (EEAS) – Brussels, Belgium
¾ 11/2006 – 12/2010: Advisor to the first EU High Representative Javier Solana on
the Mediterranean & Middle East, General Secretariat of the Council of the EU –
Brussels, Belgium
Professional experience 
before joining the 
European Institutions 
¾ 02/2012 – 08/2013: Ambassador of Malta, Ministry of Foreign Affairs – Vienna,
Austria (accredited to Austria, Hungary, Slovakia, Kosovo, OSCE & UN)
¾ 01/2004 – 10/2006: Deputy Permanent Representative of Malta to the UN,
Mission of Malta to the UN – New York, United States
¾ 10/2003 – 01/2004: Senior Legal Officer, Ministry of Foreign Affairs –Valletta,
Malta
¾ 09/2000 – 10/2003: Negotiations Co-ordinator (Operations), EU Accession
Negotiations Secretariat, Office of the Prime Minister – Valletta, Malta
¾ 01/1999 – 08/2000: Counsellor, Mission of Malta to the EU – Brussels, Belgium
¾ 06 – 12/1999: Counsellor, Malta Liaison to the EU Presidency – Helsinki,
Finland
¾ 11/1994 – 08/1998: First Secretary, Mission of Malta to the EU, Embassy of
Malta to Belgium – Brussels, Belgium
¾ 07 – 12/1996: First Secretary, Malta Liaison to the EU Presidency – Dublin,
Ireland
¾ 01/1993 – 11/1994: Trainee, Mission of Malta to the EU, Embassy of Malta to
Belgium – Brussels, Belgium
¾ 01/1986 – 02/1987: Shipping Clerk, Cassar & Cooper – Valletta, Malta
Language Skills ¾ Maltese, English (mother tongues)
¾ French, Italian, Dutch",https://commission.europa.eu/document/download/6c110216-36e6-4fa8-b0c7-f4fe2436994f_en?filename=cv-colin-scicluna_en.pdf
Martin Seychell,Deputy Director-General,Directorate-General for International Partnerships," 
 
 
Martin SEYCHELL 
 
 
 
Nationality: 
 
Maltese 
Academic qualifications:  Bachelor of Pharmaceutical Technology (Honours) from the University of Malta – Second 
Class Lower Honours degree. Subjects covered: Chemistry, Biology, Industrial Chemistry, 
Pharmaceutics, Management. Four years full time course. 
Professional experience 
in the European 
Institutions: 
 Since 16 January 2021: Deputy Director-General responsible for Directorates G and R in 
DG “International Partnerships” previously named ""International Cooperation and 
Development Communication (DEVCO) 
 July 2020 – January 2021: Deputy Director-General – International Cooperation and 
Development (DEVCO) 
 March 2011 - to June 2020: Deputy Director-General in the Health and Food Safety's 
Directorate-General (SANTE). Responsible for directorates dealing with Consumer 
affairs, Public health and Health systems and products. 
To note: DG Health and Consumers (SANCO) became DG Health and Food Safety 
(SANTE) on 1 January 2015. 
Professional experience 
before joining the 
European Institutions: 
 October 2006 - February 2011: Director Environment Protection, Malta Environment & 
Planning Authority.  Responsible for implementation of environmental legislation in Malta 
under the Envi ronment Protection Act, including input into national environmental policy 
and integration of environmental considerations into other policies; Responsible for 
implementation of legislation on environmental permitting, environmental assessment, 
biodiversity (including GMOs), environmental risk (chemicals, noise, air quality, radiation), 
waste management, water and marine policy. Between 2006 and 2009  also responsible 
for implementation of legislation on climate change. 
 
Maltese member on the Management Board of the European Environment Agency (EEA). 
Represented EEA Management Board in shortlisting process for EEA Scientific 
Committees and review of EEA Topic Centres.  
 
Responsible for coordinating technical and legal advice to the Office of the Prime Ministe r 
(OPM) in the formulation and development of the Maltese national position on EC 
legislative proposals directly or indirectly related to the environment. Responsible for 
participation in various Council Working Parties (Environment), comitology meeting s and 
other technical meetings; Responsible for coordinating Maltese position under various 
multilateral agreements in the area of environment.  Co-ordination of and ensuring 
consultation with stakeholders on all aspects related to EC policies and proposals, a s well 
as implementation aspects. 
 
Responsible for liaison with line Ministries so as to ensure effective synergy between 
environmental and all other relevant polices.  Advising the Ministry responsible for the 
environment (currently the Office of the Prime  Minister) prior to and during high level 
meetings at European level, including the Environment Council. Regularly attending 
Environment Council meetings as part ",https://commission.europa.eu/document/download/682e12d3-e761-444a-abba-21f48202e12a_en?filename=cv-martin-seychell_en.pdf
Thomas Skordas,Deputy Director-General,"Directorate-General for Communications Networks, Content and Technology"," 
 
Thomas SKORDAS 
Nationality 
 
Greek 
 
Academic qualifications  1985 - 1988 PhD Thesis - Institut National Polytechnique de 
Grenoble (INPG), Grenoble, France 
 
 1984 - 1985 Master of Science - Institut National Polytechnique 
de Grenoble (INPG), Grenoble, France 
 
 1979 - 1984 Advanced University Degree in Electrical 
Engineering - Aristotle University of Thessaloniki, Technology 
School, Department of Electrical Engineering, Thessaloniki, 
Greece 
 
Professional experience in 
the European Institutions 
 Since May 2022: Deputy Director-General – Directorate-
General Communications Networks, Content and 
Technology (DG CNECT) 
 
 03/2017 - 04/2022: Director for Digital Excellence and Science 
Infrastructure (DG CNECT) [04/2021 – 04/2022 Acting Deputy 
Director-General] 
 
 02/2014 – 03/2017: Head of Unit for Flagships (DG CNECT) 
 
 07/2009 – 01/2014: Head of Unit for Photonics (DG INFSO / DG 
CNECT) 
 
 02/2006 – 06/2009: Deputy Head of Unit for Trust and Security 
(DG INFSO) 
 
 01/2003 – 02/2006: Scientific Officer for Future and Emerging 
Technologies (DG INFSO) 
 
 03/2000 – 12/2002: Assistant to the Director for Essential 
Information Technologies and Infrastructures (DG INFSO) 
 
 02/1999 – 03/2000: Scientific Officer for Peripherals, 
subsystems and micro-systems (DG13) 
 
 08/1995 – 01/1999: Scientific Officer for Integration in 
Manufacturing (DG3) 
 
Professional experience 
before joining the European 
Institutions 
 01/1992 – 08/1995: Responsible for the R&D activities in 
Computer Vision and Robotics at ITMI APTOR (subsidiary of 
Cap Gemini Sogeti), Grenoble, France 
 
 10/1988 – 12/1992: Project Leader at ITMI APTOR (subsidiary 
of Cap Gemini Sogeti), Grenoble, France 
 
Language Skills  Greek (mother tongue) 
 
 French 
 English 
 ",https://commission.europa.eu/document/download/4d2b4ad6-1b74-4f9a-9761-26a467fd3b9e_en?filename=cv-thomas-skordas_en.pdf
Hugo Sobral,Deputy Director-General,Directorate-General for Regional and Urban Policy," 
 
 
 
 
 
 
Hugo Monteiro Brilhante SOBRAL 
 
 
 
Nationality 
 
Portuguese 
 
Academic qualifications  1997 Bachelor of Arts in International Relations, Universidade do 
Minho, Braga/Portugal 
Professional experience in the 
European Institutions 
 
 Since June 2025 Deputy Director-General for Programme 
Implementation, DG REGIO 
 
 2019 – 2024: Head of Cabinet of Commissioner Ferreira, 
Commissioner for Cohesion and Reforms 
 
 2017 – 2019: Director/Deputy Managing Director, Americas 
Department, EEAS 
 
 2015 – 2017: Principal Adviser, Head of the Iran Task Force, 
EEAS 
 
 2014 – 2015: Principal Adviser, Americas Department, EEAS 
 
 2012 – 2014: Deputy Head of Cabinet, Cabinet of Commission 
President Barroso 
 
 2009 – 2012: Member of Cabinet, Cabinet of Commission 
President Barroso 
 
Professional experience before 
joining the European Institutions 
 
 2004 – 2009: Portuguese Permanent Representation to the EU, 
Brussels/Belgium 
 
 2002 – 2004: Adviser to the Minister of Foreign Affairs, 
Portuguese Ministry of Foreign Affairs, Lisbon/Portugal 
 
 1999 – 2002: Diplomat (Middle East & Political Director office)  
Portuguese Ministry of Foreign Affairs, Lisbon/Portugal 
 
 1998 – 1999: Researcher, Universidade do Minho, Braga/Portugal 
 
 1997 – 1998: Research Assistant, Instituto de Estudos 
Estratégicos Internacionais, Lisbon/Portugal 
 
Language Skills Portuguese (mother tongue) 
 English 
 French 
 Spanish 
 
",https://commission.europa.eu/document/download/e74a8d7f-a7a9-4bb1-9211-10866b8730e9_en?filename=cv-hugo-sobral_en.pdf
Despina Spanou,Deputy Director-General,"Directorate-General for Communications Networks, Content and Technology",,
Dana Spinant,Director-General,Directorate-General for Communication," 
 
 
 
 
 
 
 
 
 
 
 
Dana SPINANT 
Nationality 
 
Romanian 
 
Academic qualifications ➢ 09/1997 – 06/1998: Master in European Political and 
Administrative Studies, College of Europe - Bruges, Belgium 
➢ 10/1995 – 06/1996: Master in international relations, Institut 
Européen des Hautes Études Internationales - Nice, France 
➢ 09/1990 – 02/1995: BA in Journalism and Communication, 
Faculty of Journalism, University of Bucharest – Bucharest, 
Romania 
Professional experience in 
the European Institutions 
➢ Since 01/12/2023: Director-General – Directorate-General for 
Communications (DG COMM) 
➢ 05/2021 – 09/2024: Acting Deputy Director-General – 
Directorate-General for Communications (DG COMM) 
➢ 12/2019 – 11/2023: Director for Political Communication & 
Services (DG COMM) 
➢ 09 – 11/2023: Acting Director-General – Directorate-
General for Communications (DG COMM) 
➢ 12/2019 – 09/2023: European Commission Deputy Chief 
Spokesperson (DG COMM) 
➢ 02/2017 – 11/2019: Director for Communication, Budget and 
General Affairs (DG REGIO) 
➢ 03/2015 – 01/2017: Head of Unit for Irregular Migration and return 
policy (DG HOME) 
➢ 07/2010 – 03/2015: Head of Unit for Anti-Drugs Policy (DG JUST) 
➢ 07/2009 – 06/2010: Adviser (DG JLS) 
Professional experience 
before joining the European 
Institutions 
➢ 09/2002 – 07/2009: Deputy Editor then Editor, European Voice, 
The Economist Group – Brussels, Belgium 
➢ 03/2001 – 09/2002: Deputy Editor, EUobserver – Brussels, 
Belgium 
➢ 09/1998 – 08/2001: Academic Assistant, European Political and 
Administrative Studies, College of Europe – Bruges, Belgium 
➢ 09/1997 – 03/2008: Brussels correspondent for Romanian TV 
channels, Antena 1 TV, ProTV, Realitatea TV  
➢ 09/1992 – 06/1997: TV news editor, TV Sigma, Antena 1 TV – 
Bucharest, Romania 
Language Skills Romanian (mother tongue) 
 
➢ French 
➢ English 
➢ German 
➢ Italian 
 
",https://commission.europa.eu/document/download/798a7731-7ee2-40c4-9ace-b904aa13c6d6_en?filename=cv_dana_spinant_en.pdf
Andriana Sukova,Deputy Director-General,"Directorate-General for Employment, Social Affairs and Inclusion"," 
 
Andriana SUKOVA 
 
Nationality 
 
➢ Bulgarian 
Academic qualifications ➢ 2001: Certificate _ Managing Successful Programmes – Certified 
Practitioner – Civil Service College, Sunningdale, UK 
➢ 1998: Certificate _ Managing projects under PRINCE  - Civil Service 
College, Sunningdale, UK 
➢ 1996: Certificate – Course on project formulation and project 
preparation – FAO Rome 
➢ 09/1994 – 10/1994: Certificate – Farm Produce Marketing in Japan and 
applications for Eastern European count ries – University of 
Obihiro/Sponsored by Japan International Cooperation Agency (JICA) 
➢ 05/1993 – 06/1993: Certificate – History and principles of the Common 
Agriculture Policy, development of the CAP and its firs reform , policy 
analysis training – Wye College, Wye, Kent, UK 
➢ 01/1993 – 05/1993: First course on European studies organised in Sofia  
– Centre for European Studies – Sofia, Bulgaria 
➢ 02/1989 – 08/1990: Post graduate student Thesis topic ""Trade relations 
between Bulgaria and the EC – the case of agri culture"" – Institute of 
agricultural economics – Sofia, Bulgaria 
➢ 1981 – 1986: MSc in agricultural economics; Minor – Economic 
journalism – University of National and World Economy – Sofia, Bulgaria 
 
Professional experience in 
the European Institutions 
➢ Since March 2018: Deputy Director-General – Directorate-General  
""Employment, Social Affairs and Inclusion"" (EMPL)         
➢ 01 – 05/2024: Acting Director-General – Directorate-General  
""Employment, Social Affairs and Inclusion"" (EMPL)          
➢ 11/2015 – 02/2018: Director ""Investment"" – Directorate-General 
""Employment, Social Affairs and Inclusion"" (EMPL) 
➢ 08/2010 – 10/2015: Director ""ESF, Monitoring of National Policies I, 
Coordination"" – DG EMPL 
➢ 07/2007 – 02/2010: Member of the Cabinet of Commissioner for Consumer 
Protection, Meglena Kuneva 
 
Professional experience 
before joining the 
European Institutions 
➢ 09/2005 – 06/2007: Adviser to the Minister – Ministry of Finance – Sofia, 
Bulgaria 
➢ 11/2002 – 09/2005: Executive Director – Confederation of Employers 
and Industrialists in Bulgaria (CEIBG) – Sofia, Bulgaria 
➢ 02/2000 – 11/2002: Deputy Minister – Ministry of Agriculture and Forestry – 
Sofia, Bulgaria 
➢ 02/1999 – 02/2000: Operations Officer  – World Bank Country Office – 
Sofia, Bulgaria 
➢ 11/1994 – 02/1999: Director, Phare Programme Management Unit – Ministry 
of Agriculture and Forestry – Sofia, Bulgaria 
➢ 11/1992 – 11/1994: Researcher in the Agriculture Policy Analysis Unit 
(APAU), supported by the Phare Programme - Ministry of Agriculture and 
Forestry – Sofia, Bulgaria 
➢ 05/1986 – 01/1989: Economist – Agriculture cooperative farm – Saedinenie 
Language Skills ➢ Bulgarian (mother tongue) 
➢ English, Spanish, French 
 ",https://commission.europa.eu/document/download/136efc2b-26ba-42f1-a1fb-9b9b2e2078d7_en?filename=cv-andriana-sukova_en.pdf
Athanasios Thanopoulos,Deputy Director-General,Eurostat,,
Gerassimos Thomas,Director-General,Directorate-General for Taxation and Customs Union," 
  
 
 
Gerassimos THOMAS 
Nationality: 
 
Greek 
Education and 
Training: 
➢ 1990- 1991 Master in International Relations - ""La plus grande distinction"" - 
Université Libre de Bruxelles; Brussels, Belgium 
 
➢ 1986-1987 Master in Business Administration - Finance 
City University Business School; London, UK 
 
➢ 1981-1985 B.Sc. in Economics and Business Administration; major in Finance 
- Athens School of Economics and Business; Athens, Greece 
➢ 2005: International Negotiations - ESSEC Business School 
Professional 
experience: 
➢ 16/8/2020: Director General Taxation and Customs Union – DG TAXUD 
 
➢ 9/7/2019 – 31/7/2020: deputy Minister for Environment and Energy - Hellenic 
Republic 
 
➢ 9/2014-7/2019: Deputy Director-General – DG ENER 
 
➢ 7/2009 – 8/2014: Director DG ECFIN – Finance, Coordination with the EIB 
Group, EBRD and IFIs 
 
➢ 12/2005 – 07/2009: Head of cabinet - Commissioner Joaquin Almunia – 
Economic and Monetary Affairs 
 
➢ 10/2004-11/2005: Head of Unit DG MARKT-F1, Free movement of capital and 
financial integration 
 
➢ 3/2003-9/2004: European Commission - Deputy Spokesman President Prodi 
 
➢ 11/1999-9/2004: Spokesman for economic and monetary affairs- 
Commissioner Solbes 
 
➢ 3/1997-10/1999: Alternate Member of the Financial Committee and Head of 
SME Portfolio Guarantees (1998-99) – European Investment Fund (EIF); 
Luxembourg 
 
➢ 1/3/1990-1997: Administrator; European Commission – DG ECFIN 
 
➢ 1987-1990: Assistant Manager; International Fixed Income Department - 
Yamaichi International Ltd; London, UK 
 
➢ 1985-1986: Sergeant - Personal Assistant to Commander in Chief 
Greek Air Force; Central Aircraft Maintenance Depot; Greece 
Other professional 
activities: 
➢ Chairman of the European Fund for Strategic Investments (EFSI) Steering 
Board (2015 - 2019) 
➢ Commission appointed Board member in EIB and EIF Board of Directors 
(2011-2018) 
➢ Observer at the EFSF Board of Directors (2009-2013) 
➢ Member of various committees and market based initiatives. 
➢ TOYP (The Outstanding Young People) Programme; Osaka, Japan; July 1994 
➢ US International Visitors' Programme; October 1994 
➢ UK Registered Representative for International Securities (1988) 
Language Skills: ➢ Greek (mother tongue) 
➢ English, Italian, French (fluent) 
➢ German (good) 
➢ Spanish (basic) 
 ",https://commission.europa.eu/document/download/82058d5c-7568-4fa4-a459-0753adea40b0_en?filename=cv-gerassimos_thomas_en.pdf
Philippe Van Damme,Deputy Director-General,Directorate-General for Digital Services,,
Kurt Vandenberghe,Director-General,Directorate-General for Climate Action," 
 
 
 
 
Kurt VANDENBERGHE 
 
 
Nationality 
 
Belgian 
 
Academic qualifications  1990 – 1992 M.A. in International Relations, International 
Economics and Conflict Management, The John Hopkins 
University, Paul H. Nitze School of Advanced International Studies 
(SAIS), Washington DC, United States and Bologna, Italy 
 
 1988 – 1989 Diploma in Public and International Affairs, 
Université Catholique de Louvain-la-Neuve, Louvain-la-Neuve, 
Belgium 
 
 1988 Licentiate in Romance Literature and Linguistics (French 
and Italian), Katholieke Universiteit Leuven, Leuven, Belgium 
 
Professional experience 
in the European 
Institutions 
 Since 16 January 2023: Director-General – Directorate-General 
Climate Action (DG CLIMA) 
 
 11/2019 – 01/2023: European Green Deal Advisor / Member of the 
Cabinet of President von der Leyen 
 
 02/2016 – 10/2019: Director for Policy Development and 
Coordination (DG RTD) 
 
 06/2019 – 10/2019: Acting Director for Research and Innovation 
Outreach (DG RTD) 
 
 07/2013 – 01/2016: Director for Climate Action and Resource 
Efficiency (DG RTD) 
 
 02/2010 – 06/2013: Head of Cabinet of Commissioner Potočnik 
(Portfolio: Environment) 
 
 11/2004 – 01/2010: Deputy Head of Cabinet / Head of Cabinet of 
Commissioner Potočnik (Portfolio: Science and Research) 
 
 09/1999 – 11/2004: Member of Cabinet of Commissioner Busquin 
(Portfolio: Research) 
 
 01/1999 – 09/1999: Parliamentary Coordinator reporting to the 
Director-General (DG Transport) 
 
 11/1996 – 02/1999: Coordinator of DG Transport’s Research 
Programme, Coordinator of the Commission’s Intermodal Transport 
Task Force (DG Transport) 
 
 
Professional experience 
before joining the 
European Institutions 
 04/1993 – 10/1996: Manager, Ernst & Young Association 
Management 
Language Skills Dutch (mother tongue) 
 French 
 
 
 English 
 ",https://commission.europa.eu/document/download/201c1864-1a7e-4289-a2b5-1a0b930da8ed_en?filename=cv-kurt-vandenberghe_en.pdf
Maarten Verwey,Director-General,Directorate-General for Economic and Financial Affairs," 
 
 
Maarten VERWEY 
 
 
 
Nationality 
 
Dutch 
Academic qualifications  2004-2006: Management Development Program for top civil servants 
 2001-2002: Masters Degree in Development Finance, University of London 
(SOAS/CEFIMS) 
 1988-1994: Masters Degree in Economics (macro economics and finance), 
Rijksuniversiteit Groningen  
Professional experience 
in the European 
Institutions 
 Since 1 February 2020: Director-General – Directorate-General “Economic 
and Financial Affairs” (ECFIN) 
 04/2020 – 03/2021, 05-11/2025: Acting Deputy Director-General – 
Directorate-General “Economic and Financial Affairs” (ECFIN)  
 01 – 05/2020: Director-General / Acting Director-General - Directorate-
General ""Structural Reform Support"" (REFORM), former Structural Reform 
Support Service 
 07/2015 – 12/2019: Director-General in the SG in charge of the Structural 
Reform Support Service 
 09/2011 – 06/2015: Deputy Director-General – DG Economic and Financial 
Affairs (ECFIN), Responsible for directorates dealing with International 
economic and financial relations, Global governance, Financial stability and 
monetary affairs and Finance, coordination wit EIB group, EBRD and IFIs. 
EU mission chief for Cyprus financial assistance programme.  
Professional experience 
before joining the 
European Institutions 
Ministry of Finance, Netherlands 
 2007 - 2011: Director of Foreign Financial Relations  
 2004 – 2007: Deputy Director of Economic and Financial Policy 
 2002 – 2004: Head of export credit insurance  
 1994 – 1999: Economist working on various issues, including on financial 
market stability, the creation of EMU (notably the negotiations on the SGP), 
and structural reform  
Asian Development Bank, Manila 
 1999 – 2002: Advisor and subsequently Alternate Executive Director for 
Canada, Netherlands and the Nordic Countries  
Other professional 
activities  03/2010 – 06/2011: Chairman of the Euro Taskforce on Coordinated Action 
 05/2009 - 06/2011: Chairman of the Alternates Economic Financial 
Committee 
 ",https://commission.europa.eu/document/download/8989003b-48e2-4c5d-a7bc-54d96cb20271_en?filename=cv-verwey-maarten_en.pdf
